"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"46069","0","10","70","0","2021","A","","Hyde County, South Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",63,521,25072014,5054635,29821,925,48115,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-4.5,-24,-4.4,1662817,7.1,-335447,-6.2,-4819,-13.9,99,12.0,5149,12.0
"46069","1","10","71","0","2021","A","","Hyde County, South Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",4,11,511219,0,0,894,46474,"",11.32,1.05,0.77,0.00,0.00,0.73,0.73,"",0,0.0,-1,-8.3,-19164,-3.6,0,0.0,0,0.0,26,3.0,1335,3.0
"46069","1","102","72","0","2021","A","","Hyde County, South Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",4,11,511219,0,0,894,46474,"",11.34,1.07,0.79,0.00,0.00,0.73,0.73,"",0,0.0,-1,-8.3,-19164,-3.6,0,0.0,0,0.0,26,3.0,1335,3.0
"46069","1","1021","73","0","2021","A","","Hyde County, South Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",1,3,149495,0,0,1015,52763,"",5.72,1.23,1.29,0.00,0.00,1.11,1.11,"",0,0.0,0,0.0,17601,13.3,0,0.0,0,0.0,170,20.1,8798,20.0
"46069","1","1028","73","0","2021","A","","Hyde County, South Dakota","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",3,8,361724,0,0,852,44293,"",20.47,1.39,0.89,0.00,0.00,0.63,0.63,"",0,0.0,-1,-11.1,-36765,-9.2,0,0.0,0,0.0,-24,-2.7,-1249,-2.7
"46069","1","48-49","74","0","2021","A","","Hyde County, South Dakota","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",1,3,149495,0,0,1015,52763,"",5.89,1.34,1.39,0.00,0.00,1.10,1.10,"",0,0.0,0,0.0,17601,13.3,0,0.0,0,0.0,170,20.1,8798,20.0
"46069","1","491","75","0","2021","A","","Hyde County, South Dakota","Federal Government","NAICS 491 Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,3,149495,0,0,1015,52763,"",5.92,1.37,1.45,0.00,0.00,1.12,1.12,"",0,0.0,0,0.0,17601,13.3,0,0.0,0,0.0,170,20.1,8798,20.0
"46069","1","4911","76","0","2021","A","","Hyde County, South Dakota","Federal Government","NAICS 4911 Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,3,149495,0,0,1015,52763,"",5.92,1.37,1.45,0.00,0.00,1.12,1.12,"",0,0.0,0,0.0,17601,13.3,0,0.0,0,0.0,170,20.1,8798,20.0
"46069","1","49111","77","0","2021","A","","Hyde County, South Dakota","Federal Government","NAICS 49111 Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,3,149495,0,0,1015,52763,"",5.92,1.37,1.45,0.00,0.00,1.12,1.12,"",0,0.0,0,0.0,17601,13.3,0,0.0,0,0.0,170,20.1,8798,20.0
"46069","1","491110","78","0","2021","A","","Hyde County, South Dakota","Federal Government","NAICS 491110 Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,3,149495,0,0,1015,52763,"",5.92,1.37,1.45,0.00,0.00,1.12,1.12,"",0,0.0,0,0.0,17601,13.3,0,0.0,0,0.0,170,20.1,8798,20.0
