"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"46073","0","10","70","0","2020","A","","Jerauld County, South Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",108,1611,64129779,24650493,33648,765,39801,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,134,9.1,8260441,14.8,3768826,18.0,-6216,-15.6,37,5.1,1971,5.2
"46073","1","10","71","0","2020","A","","Jerauld County, South Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",5,12,597469,0,0,932,48443,"",7.92,0.35,0.33,0.00,0.00,0.91,0.91,"",0,0.0,0,0.0,56497,10.4,0,0.0,0,0.0,34,3.8,1740,3.7
"46073","1","102","72","0","2020","A","","Jerauld County, South Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",5,12,597469,0,0,932,48443,"",7.94,0.36,0.34,0.00,0.00,0.91,0.91,"",0,0.0,0,0.0,56497,10.4,0,0.0,0,0.0,34,3.8,1740,3.7
"46073","1","1021","73","0","2020","A","","Jerauld County, South Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",2,10,514023,0,0,980,50977,"",6.41,1.29,1.64,0.00,0.00,1.26,1.26,"",0,0.0,1,11.1,37317,7.8,0,0.0,0,0.0,-11,-1.1,-559,-1.1
"46073","1","1028","73","0","2020","A","","Jerauld County, South Dakota","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",3,2,83446,0,0,713,37087,"",11.44,0.11,0.08,0.00,0.00,0.64,0.64,"",0,0.0,0,0.0,19180,29.8,0,0.0,0,0.0,183,34.5,9544,34.7
"46073","1","48-49","74","0","2020","A","","Jerauld County, South Dakota","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",2,10,514023,0,0,980,50977,"",6.59,1.40,1.76,0.00,0.00,1.25,1.25,"",0,0.0,1,11.1,37317,7.8,0,0.0,0,0.0,-11,-1.1,-559,-1.1
"46073","1","491","75","0","2020","A","","Jerauld County, South Dakota","Federal Government","NAICS 491 Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,10,514023,0,0,980,50977,"",6.63,1.43,1.84,0.00,0.00,1.27,1.27,"",0,0.0,1,11.1,37317,7.8,0,0.0,0,0.0,-11,-1.1,-559,-1.1
"46073","1","4911","76","0","2020","A","","Jerauld County, South Dakota","Federal Government","NAICS 4911 Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,10,514023,0,0,980,50977,"",6.63,1.43,1.84,0.00,0.00,1.27,1.27,"",0,0.0,1,11.1,37317,7.8,0,0.0,0,0.0,-11,-1.1,-559,-1.1
"46073","1","49111","77","0","2020","A","","Jerauld County, South Dakota","Federal Government","NAICS 49111 Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,10,514023,0,0,980,50977,"",6.63,1.43,1.84,0.00,0.00,1.27,1.27,"",0,0.0,1,11.1,37317,7.8,0,0.0,0,0.0,-11,-1.1,-559,-1.1
"46073","1","491110","78","0","2020","A","","Jerauld County, South Dakota","Federal Government","NAICS 491110 Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,10,514023,0,0,980,50977,"",6.63,1.43,1.84,0.00,0.00,1.27,1.27,"",0,0.0,1,11.1,37317,7.8,0,0.0,0,0.0,-11,-1.1,-559,-1.1
"46073","1","92","74","0","2020","A","","Jerauld County, South Dakota","Federal Government","NAICS 92 Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",3,2,83446,0,0,713,37087,"",11.44,0.11,0.08,0.00,0.00,0.64,0.64,"",0,0.0,0,0.0,19180,29.8,0,0.0,0,0.0,183,34.5,9544,34.7
"46073","1","924","75","0","2020","A","","Jerauld County, South Dakota","Federal Government","NAICS 924 Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,1,64922,0,0,1498,77906,"",18.41,0.92,1.07,0.00,0.00,1.39,1.39,"",0,0.0,0,0.0,2536,4.1,0,0.0,0,0.0,298,24.8,15520,24.9
