"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"49009","0","10","70","0","2020","A","","Daggett County, Utah","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",49,403,15162383,5882650,64147,723,37600,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,2.1,19,4.9,2458152,19.3,1257363,27.2,5568,9.5,86,13.5,4487,13.6
"49009","1","10","71","0","2020","A","","Daggett County, Utah","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",6,58,4113303,0,0,1360,70716,"",20.95,6.84,9.65,0.00,0.00,1.41,1.41,"",1,20.0,4,7.4,348666,9.3,0,0.0,0,0.0,11,0.8,567,0.8
"49009","1","102","72","0","2020","A","","Daggett County, Utah","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",6,58,4113303,0,0,1360,70716,"",20.99,6.97,9.84,0.00,0.00,1.41,1.41,"",1,20.0,4,7.4,348666,9.3,0,0.0,0,0.0,11,0.8,567,0.8
"49009","1","1021","73","0","2020","A","","Daggett County, Utah","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",2,5,153468,0,0,553,28775,"",14.14,2.57,2.07,0.00,0.00,0.75,0.75,"",0,0.0,0,0.0,-3374,-2.2,0,0.0,0,0.0,-22,-3.8,-1100,-3.7
"49009","1","1028","73","0","2020","A","","Daggett County, Utah","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",4,53,3959835,0,0,1441,74950,"",33.61,11.15,15.10,0.00,0.00,1.36,1.36,"",1,33.3,5,10.4,352040,9.8,0,0.0,0,0.0,8,0.6,434,0.6
"49009","1","48-49","74","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",2,5,153468,0,0,553,28775,"",14.53,2.80,2.23,0.00,0.00,0.74,0.74,"",0,0.0,0,0.0,-3374,-2.2,0,0.0,0,0.0,-22,-3.8,-1100,-3.7
"49009","1","491","75","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 491 Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,5,153468,0,0,553,28775,"",14.62,2.87,2.32,0.00,0.00,0.76,0.76,"",0,0.0,0,0.0,-3374,-2.2,0,0.0,0,0.0,-22,-3.8,-1100,-3.7
"49009","1","4911","76","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 4911 Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,5,153468,0,0,553,28775,"",14.62,2.87,2.32,0.00,0.00,0.76,0.76,"",0,0.0,0,0.0,-3374,-2.2,0,0.0,0,0.0,-22,-3.8,-1100,-3.7
"49009","1","49111","77","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 49111 Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",2,5,153468,0,0,553,28775,"",14.62,2.87,2.32,0.00,0.00,0.76,0.76,"",0,0.0,0,0.0,-3374,-2.2,0,0.0,0,0.0,-22,-3.8,-1100,-3.7
"49009","1","491110","78","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 491110 Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",2,5,153468,0,0,553,28775,"",14.62,2.87,2.32,0.00,0.00,0.76,0.76,"",0,0.0,0,0.0,-3374,-2.2,0,0.0,0,0.0,-22,-3.8,-1100,-3.7
"49009","1","92","74","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 92 Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",4,53,3959835,0,0,1441,74950,"",33.61,11.15,15.10,0.00,0.00,1.36,1.36,"",1,33.3,5,10.4,352040,9.8,0,0.0,0,0.0,8,0.6,434,0.6
"49009","1","924","75","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 924 Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3,52,3932470,0,0,1468,76359,"",121.70,191.58,273.99,0.00,0.00,1.44,1.44,"",0,0.0,4,8.3,324675,9.0,0,0.0,0,0.0,35,2.4,1843,2.5
"49009","1","9241","76","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 9241 Administration of environmental programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,52,3932470,0,0,1468,76359,"",121.70,191.58,273.99,0.00,0.00,1.44,1.44,"",0,0.0,4,8.3,324675,9.0,0,0.0,0,0.0,35,2.4,1843,2.5
"49009","1","92412","77","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 92412 Administration of conservation programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,52,3932470,0,0,1468,76359,"",128.32,232.78,358.71,0.00,0.00,1.56,1.56,"",0,0.0,4,8.3,324675,9.0,0,0.0,0,0.0,35,2.4,1843,2.5
"49009","1","924120","78","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 924120 Administration of conservation programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,52,3932470,0,0,1468,76359,"",128.32,232.78,358.71,0.00,0.00,1.56,1.56,"",0,0.0,4,8.3,324675,9.0,0,0.0,0,0.0,35,2.4,1843,2.5
"49009","1","926","75","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 926 Administration of economic programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,1,27365,0,0,395,20524,"",20.79,1.10,0.62,0.00,0.00,0.43,0.43,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"49009","1","9261","76","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 9261 Administration of economic programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,1,27365,0,0,395,20524,"",20.79,1.10,0.62,0.00,0.00,0.43,0.43,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"49009","1","92611","77","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 92611 Administration of general economic programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,1,27365,0,0,395,20524,"",45.42,2.85,2.41,0.00,0.00,0.63,0.63,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"49009","1","926110","78","0","2020","A","","Daggett County, Utah","Federal Government","NAICS 926110 Administration of general economic programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,1,27365,0,0,395,20524,"",45.42,2.85,2.41,0.00,0.00,0.63,0.63,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
