"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"02188","0","10","70","0","2020","A","","Northwest Arctic Borough, Alaska","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",162,2853,220183295,90609828,1370170,1484,77174,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-2,-1.2,-45,-1.6,2814733,1.3,455954,0.5,-7239,-0.5,42,2.9,2165,2.9
"02188","1","10","71","0","2020","A","","Northwest Arctic Borough, Alaska","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",15,53,3332974,0,0,1217,63284,"",15.84,0.88,0.54,0.00,0.00,0.61,0.61,"",1,7.1,3,6.0,129800,4.1,0,0.0,0,0.0,-23,-1.9,-1209,-1.9
"02188","1","102","72","0","2020","A","","Northwest Arctic Borough, Alaska","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",15,53,3332974,0,0,1217,63284,"",15.87,0.90,0.55,0.00,0.00,0.61,0.61,"",1,7.1,3,6.0,129800,4.1,0,0.0,0,0.0,-23,-1.9,-1209,-1.9
"02188","1","1021","73","0","2020","A","","Northwest Arctic Borough, Alaska","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",10,18,686094,0,0,747,38836,"",21.38,1.31,0.64,0.00,0.00,0.50,0.50,"",0,0.0,-1,-5.3,-360,-0.1,0,0.0,0,0.0,64,9.4,3330,9.4
"02188","1","1026","73","0","2020","A","","Northwest Arctic Borough, Alaska","Federal Government","1026 Leisure and hospitality","County, by Supersector -- by ownership sector","All establishment sizes",2,15,1145000,0,0,1476,76760,"",85.24,16.11,19.65,0.00,0.00,1.23,1.23,"",1,100.0,2,15.4,78669,7.4,0,0.0,0,0.0,-81,-5.2,-4227,-5.2
"02188","1","1028","73","0","2020","A","","Northwest Arctic Borough, Alaska","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",3,20,1501880,0,0,1438,74782,"",7.62,0.59,0.39,0.00,0.00,0.66,0.66,"",1,50.0,3,17.6,65018,4.5,0,0.0,0,0.0,-195,-11.9,-10156,-12.0
"02188","1","48-49","74","0","2020","A","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",10,18,686094,0,0,747,38836,"",21.98,1.43,0.68,0.00,0.00,0.49,0.49,"",0,0.0,-1,-5.3,-360,-0.1,0,0.0,0,0.0,64,9.4,3330,9.4
"02188","1","491","75","0","2020","A","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 491 Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",10,18,686094,0,0,747,38836,"",22.12,1.46,0.71,0.00,0.00,0.50,0.50,"",0,0.0,-1,-5.3,-360,-0.1,0,0.0,0,0.0,64,9.4,3330,9.4
"02188","1","4911","76","0","2020","A","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 4911 Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",10,18,686094,0,0,747,38836,"",22.12,1.46,0.71,0.00,0.00,0.50,0.50,"",0,0.0,-1,-5.3,-360,-0.1,0,0.0,0,0.0,64,9.4,3330,9.4
"02188","1","49111","77","0","2020","A","","Northwest Arctic Borough, Alaska","Federal Government","NAICS 49111 Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",10,18,686094,0,0,747,38836,"",22.12,1.46,0.71,0.00,0.00,0.50,0.50,"",0,0.0,-1,-5.3,-360,-0.1,0,0.0,0,0.0,64,9.4,3330,9.4
