"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"C4342","0","10","40","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Total Covered","10 Total, all industries","MSA, Total Covered","All establishment sizes",2293,34833,1835658795,217571077,3911009,1013,52699,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,1.0,658,1.9,216898050,13.4,6731120,3.2,241511,6.6,102,11.2,5332,11.3
"C4342","1","10","41","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Federal Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",64,4869,430250064,0,0,1699,88370,"",4.77,6.64,8.34,0.00,0.00,1.26,1.26,"",-1,-1.5,46,1.0,14945773,3.6,0,0.0,0,0.0,43,2.6,2264,2.6
"C4342","2","10","41","0","2020","A","","Sierra Vista-Douglas, AZ MSA","State Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",13,950,48337262,0,0,979,50886,"",0.85,0.83,0.78,0.00,0.00,0.94,0.94,"",1,8.3,72,8.2,6769983,16.3,0,0.0,0,0.0,69,7.6,3552,7.5
"C4342","3","10","41","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Local Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",145,4799,205530200,3072267,26202,824,42830,"",3.88,1.40,1.28,1.01,1.16,0.92,0.91,"",-1,-0.7,-240,-4.8,5068990,2.5,-222453,-6.8,-405,-1.5,59,7.7,3051,7.7
"C4342","5","10","41","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",2071,24216,1151541269,214498810,3884807,914,47554,"",0.93,0.82,0.74,1.01,1.00,0.90,0.90,"",22,1.1,782,3.3,190113304,19.8,6953573,3.4,241916,6.6,125,15.8,6528,15.9
"C4342","5","101","42","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","101 Goods-producing","MSA, by Domain -- by ownership sector","All establishment sizes",327,4509,266862385,47812795,1425180,1138,59190,"",1.11,0.85,0.87,1.05,1.33,1.02,1.02,"",-1,-0.3,1094,32.0,117802982,79.0,10487796,28.1,278367,24.3,299,35.6,15546,35.6
"C4342","5","1011","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1011 Natural resources and mining","MSA, by Supersector -- by ownership sector","All establishment sizes",72,1132,46556477,12441895,562438,791,41128,"",2.34,2.54,2.07,3.01,5.50,0.82,0.82,"",1,1.4,48,4.4,4543487,10.8,424598,3.5,95059,20.3,46,6.2,2377,6.1
"C4342","5","1012","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1012 Construction","MSA, by Supersector -- by ownership sector","All establishment sizes",197,2752,192031000,29563744,657959,1342,69783,"",1.06,1.53,1.92,1.77,1.28,1.26,1.26,"",-3,-1.5,1013,58.3,110790485,136.4,9587313,48.0,156875,31.3,444,49.4,23068,49.4
"C4342","5","1013","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1013 Manufacturing","MSA, by Supersector -- by ownership sector","All establishment sizes",58,625,28274908,5807156,204783,870,45258,"",0.74,0.21,0.15,0.24,0.45,0.75,0.75,"",1,1.8,33,5.6,2469010,9.6,475885,8.9,26433,14.8,32,3.8,1673,3.8
"C4342","5","102","42","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","102 Service-providing","MSA, by Domain -- by ownership sector","All establishment sizes",1744,19707,884678884,166686015,2459627,863,44892,"",0.90,0.81,0.70,0.99,0.87,0.87,0.87,"",24,1.4,-312,-1.6,72310322,8.9,-3534223,-2.1,-36451,-1.5,83,10.6,4312,10.6
"C4342","5","1021","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1021 Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",416,6140,236744744,52787755,590589,742,38560,"",0.98,0.93,0.83,1.06,0.80,0.90,0.89,"",-1,-0.2,306,5.2,44073600,22.9,4574839,9.5,53707,10.0,107,16.9,5533,16.8
"C4342","5","1022","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1022 Information","MSA, by Supersector -- by ownership sector","All establishment sizes",40,341,18103489,3132645,34044,1020,53038,"",0.92,0.50,0.24,0.52,0.27,0.47,0.47,"",0,0.0,-73,-17.6,-1867714,-9.4,-1036474,-24.9,-25687,-43.0,92,9.9,4798,9.9
"C4342","5","1023","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1023 Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",179,822,40032267,6328138,90142,936,48676,"",0.87,0.40,0.22,0.39,0.33,0.55,0.55,"",25,16.2,71,9.5,8024924,25.1,600115,10.5,6214,7.4,116,14.1,6033,14.1
"C4342","5","1024","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1024 Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",351,4345,284626959,39417863,961722,1260,65514,"",0.81,0.85,0.80,0.92,1.11,0.94,0.94,"",16,4.8,109,2.6,31523501,12.5,-2893218,-6.8,90762,10.4,111,9.7,5766,9.7
"C4342","5","1025","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1025 Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",359,4394,226665402,32548248,407786,992,51585,"",0.87,0.79,0.89,1.29,1.08,1.13,1.13,"",26,7.8,-172,-3.8,-3432824,-1.5,-1432441,-4.2,-47744,-10.5,23,2.4,1194,2.4
"C4342","5","1026","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1026 Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",258,3136,63548909,27983895,314111,390,20262,"",1.33,0.98,0.93,1.35,1.02,0.95,0.95,"",-7,-2.6,-492,-13.6,-5720979,-8.3,-2955609,-9.6,-102624,-24.6,23,6.3,1168,6.1
"C4342","5","1027","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1027 Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",136,524,14815906,4407347,59607,544,28302,"",0.76,0.53,0.41,0.67,0.56,0.78,0.78,"",-28,-17.1,-50,-8.7,149274,1.0,-253229,-5.4,-8529,-12.5,53,10.8,2769,10.8
"C4342","5","1029","43","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","1029 Unclassified","MSA, by Supersector -- by ownership sector","All establishment sizes",6,5,141208,80124,1626,509,26477,"",0.15,0.15,0.08,0.21,0.16,0.49,0.49,"",-8,-57.1,-11,-68.8,-439460,-75.7,-138206,-63.3,-2550,-61.1,-193,-27.5,-10005,-27.4
"C4342","5","11","44","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 11 Agriculture, forestry, fishing and hunting","MSA, NAICS Sector -- by ownership sector","All establishment sizes",63,1031,38907839,11215154,469899,726,37744,"",2.65,3.32,3.82,4.04,6.37,1.15,1.15,"",1,1.6,73,7.6,7642107,24.4,966054,9.4,43485,10.2,99,15.8,5119,15.7
"C4342","5","111","45","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 111 Crop production","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",33,295,11711547,2682045,88829,764,39723,"",3.06,2.18,2.76,2.25,2.90,1.27,1.27,"",-1,-2.9,9,3.1,1222891,11.7,95306,3.7,13227,17.5,60,8.5,3103,8.5
"C4342","5","1111","46","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 1111 Oilseed and grain farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",6,39,1626893,338136,4311,801,41626,"",2.09,2.83,3.41,2.71,2.28,1.20,1.20,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","11115","47","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 11115 Corn farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",6,39,1626893,338136,4311,801,41626,"",7.80,8.59,9.79,8.11,7.03,1.14,1.14,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","111150","48","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 111150 Corn farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",6,39,1626893,338136,4311,801,41626,"",7.80,8.59,9.79,8.11,7.03,1.14,1.14,"N",-1,-14.3,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","1112","46","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 1112 Vegetable and melon farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","11121","47","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 11121 Vegetable and melon farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",0.90,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","111219","48","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 111219 Other vegetable and melon farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","1113","46","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 1113 Fruit and tree nut farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",17,205,8286691,1824122,73593,776,40341,"",7.18,4.83,6.93,4.85,6.09,1.43,1.43,"",0,0.0,11,5.7,1056416,14.6,77767,4.5,15349,26.4,59,8.2,3056,8.2
"C4342","5","11133","47","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 11133 Noncitrus fruit and tree nut farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",17,205,8286691,1824122,73593,776,40341,"",7.70,5.02,7.25,4.96,6.24,1.44,1.44,"",0,0.0,11,5.7,1056416,14.6,77767,4.5,15349,26.4,59,8.2,3056,8.2
"C4342","5","111331","48","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 111331 Apple orchards","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",2.82,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","111335","48","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 111335 Tree nut farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",14,166,7262093,1468340,69972,841,43726,"",27.89,30.58,38.28,40.79,41.18,1.25,1.25,"",1,7.7,18,12.2,990735,15.8,128261,9.6,21011,42.9,28,3.4,1471,3.5
"C4342","5","111336","48","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 111336 Fruit and tree nut combination farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",10.07,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","111339","48","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 111339 Other noncitrus fruit farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,"N",1.94,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","1119","46","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 1119 Other crop farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",8,0,0,0,0,0,0,"N",3.34,0,0,0,0,0,0,"N",-1,-11.1,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","11194","47","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 11194 Hay farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",12.75,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","111940","48","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 111940 Hay farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",5,0,0,0,0,0,0,"N",12.75,0,0,0,0,0,0,"N",-1,-16.7,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","11199","47","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 11199 All other crop farming","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",3,17,615805,212368,2714,704,36582,"",2.45,1.69,1.86,1.78,1.06,1.12,1.11,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","111998","48","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 111998 All other miscellaneous crop farming","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",3,17,615805,212368,2714,704,36582,"",2.72,1.82,2.00,1.92,1.13,1.11,1.11,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","112","45","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 112 Animal production and aquaculture","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",13,0,0,0,0,0,0,"N",2.20,0,0,0,0,0,0,"N",3,30.0,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","1121","46","0","2020","A","","Sierra Vista-Douglas, AZ MSA","Private","NAICS 1121 Cattle ranching and farming","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",10,248,14001835,2209609,21549,1086,56478,"",2.62,6.15,10.51,6.32,6.45,1.71,1.71,"N",1,11.1,0,0,0,0,0,0,0,0,0,0,0,0
"C4342","5","11211","47","0","2020","A","N","Sierra Vista-Douglas, AZ MSA","Private","NAICS 11211 Beef cattle ranching, farming, and feedlots","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",8,0,0,0,0,0,0,"N",3.49,0,0,0,0,0,0,"N",1,14.3,0,0,0,0,0,0,0,0,0,0,0,0
