"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"C3598","0","10","40","0","2020","A","","Norwich-New London, CT MSA","Total Covered","10 Total, all industries","MSA, Total Covered","All establishment sizes",7869,107630,6830027235,1289947667,38251992,1220,63458,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",107,1.4,-14869,-12.1,-167951618,-2.4,-91359184,-6.6,-4426830,-10.4,121,11.0,6331,11.1
"C3598","1","10","41","0","2020","A","","Norwich-New London, CT MSA","Federal Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",67,2928,211049489,0,0,1386,72076,"",1.46,1.29,1.10,0.00,0.00,0.85,0.85,"",2,3.1,123,4.4,11021190,5.5,0,0.0,0,0.0,15,1.1,769,1.1
"C3598","2","10","41","0","2020","A","","Norwich-New London, CT MSA","State Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",74,3548,254532391,0,0,1380,71748,"",1.41,1.00,1.10,0.00,0.00,1.10,1.10,"",-1,-1.3,-58,-1.6,12700814,5.3,0,0.0,0,0.0,90,7.0,4686,7.0
"C3598","3","10","41","0","2020","A","","Norwich-New London, CT MSA","Local Government","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",272,17286,933042426,80835595,2278158,1038,53976,"",2.12,1.64,1.57,4.46,10.28,0.96,0.96,"",-1,-0.4,-5616,-24.5,-184289338,-16.5,-14018101,-14.8,-881601,-27.9,100,10.7,5189,10.6
"C3598","5","10","41","0","2020","A","","Norwich-New London, CT MSA","Private","10 Total, all industries","MSA, Total -- by ownership sector","All establishment sizes",7456,83868,5431402929,1209112072,35973834,1245,64761,"",0.98,0.92,0.93,0.96,0.95,1.02,1.02,"",107,1.5,-9317,-10.0,-7384284,-0.1,-77341083,-6.0,-3545229,-9.0,123,11.0,6396,11.0
"C3598","5","101","42","0","2020","A","","Norwich-New London, CT MSA","Private","101 Goods-producing","MSA, by Domain -- by ownership sector","All establishment sizes",894,21501,2064439292,374382300,11061659,1846,96017,"",0.89,1.32,1.82,1.39,1.05,1.38,1.38,"",4,0.4,-500,-2.3,66944892,3.4,-4499090,-1.2,-685043,-5.8,100,5.7,5225,5.8
"C3598","5","1011","43","0","2020","A","","Norwich-New London, CT MSA","Private","1011 Natural resources and mining","MSA, by Supersector -- by ownership sector","All establishment sizes",69,1221,58365394,21845361,1044823,919,47795,"",0.65,0.89,0.70,0.89,1.04,0.79,0.79,"",1,1.5,30,2.5,5497279,10.4,1271820,6.2,24736,2.4,66,7.7,3415,7.7
"C3598","5","1012","43","0","2020","A","","Norwich-New London, CT MSA","Private","1012 Construction","MSA, by Supersector -- by ownership sector","All establishment sizes",629,3476,250515046,71830098,3489983,1386,72077,"",0.99,0.62,0.67,0.73,0.69,1.08,1.08,"",-2,-0.3,-220,-6.0,-283220,-0.1,-4413362,-5.8,-493346,-12.4,81,6.2,4225,6.2
"C3598","5","1013","43","0","2020","A","","Norwich-New London, CT MSA","Private","1013 Manufacturing","MSA, by Supersector -- by ownership sector","All establishment sizes",197,16804,1755558852,280706841,6526853,2009,104473,"",0.73,1.80,2.58,1.92,1.46,1.44,1.44,"",6,3.1,-309,-1.8,61730833,3.6,-1357548,-0.5,-216433,-3.2,106,5.6,5495,5.6
"C3598","5","102","42","0","2020","A","","Norwich-New London, CT MSA","Private","102 Service-providing","MSA, by Domain -- by ownership sector","All establishment sizes",6562,62368,3366963637,834729772,24912175,1038,53986,"",0.99,0.83,0.72,0.84,0.91,0.87,0.87,"",103,1.6,-8817,-12.4,-74329176,-2.2,-72841993,-8.0,-2860186,-10.3,108,11.6,5643,11.7
"C3598","5","1021","43","0","2020","A","","Norwich-New London, CT MSA","Private","1021 Trade, transportation, and utilities","MSA, by Supersector -- by ownership sector","All establishment sizes",1542,18725,954852584,293960775,8741875,981,50993,"",1.05,0.91,0.90,1.00,1.21,0.98,0.98,"",-3,-0.2,-1779,-8.7,-9191196,-1.0,-6403116,-2.1,-617088,-6.6,77,8.5,3977,8.5
"C3598","5","1022","43","0","2020","A","","Norwich-New London, CT MSA","Private","1022 Information","MSA, by Supersector -- by ownership sector","All establishment sizes",139,1210,84554230,18059115,672630,1344,69865,"",0.93,0.58,0.30,0.50,0.54,0.52,0.52,"",22,18.8,-54,-4.3,5985325,7.6,-589595,-3.2,-13575,-2.0,149,12.5,7714,12.4
"C3598","5","1023","43","0","2020","A","","Norwich-New London, CT MSA","Private","1023 Financial activities","MSA, by Supersector -- by ownership sector","All establishment sizes",546,2462,200461325,37436855,1077757,1566,81433,"",0.77,0.39,0.30,0.38,0.40,0.77,0.77,"",3,0.6,-170,-6.5,9893848,5.2,-3128127,-7.7,-95797,-8.2,174,12.5,9027,12.5
"C3598","5","1024","43","0","2020","A","","Norwich-New London, CT MSA","Private","1024 Professional and business services","MSA, by Supersector -- by ownership sector","All establishment sizes",1330,8236,725474602,137754867,4810488,1694,88085,"",0.90,0.52,0.55,0.54,0.57,1.05,1.05,"",44,3.4,-468,-5.4,4497623,0.6,-5036508,-3.5,-301296,-5.9,101,6.3,5255,6.3
"C3598","5","1025","43","0","2020","A","","Norwich-New London, CT MSA","Private","1025 Education and health services","MSA, by Supersector -- by ownership sector","All establishment sizes",1363,18740,1047301104,149333081,4093854,1075,55887,"",0.97,1.09,1.11,1.00,1.11,1.02,1.02,"",473,53.1,-717,-3.7,22424550,2.2,-1619981,-1.1,-141544,-3.3,62,6.1,3214,6.1
"C3598","5","1026","43","0","2020","A","","Norwich-New London, CT MSA","Private","1026 Leisure and hospitality","MSA, by Supersector -- by ownership sector","All establishment sizes",903,10826,276566353,164639344,4639629,491,25547,"",1.35,1.09,1.09,1.34,1.54,0.99,1.00,"",-6,-0.7,-4239,-28.1,-82870049,-23.1,-40121962,-19.6,-1202266,-20.6,32,7.0,1688,7.1
"C3598","5","1027","43","0","2020","A","","Norwich-New London, CT MSA","Private","1027 Other services","MSA, by Supersector -- by ownership sector","All establishment sizes",718,2160,77091036,33336115,869429,686,35697,"",1.16,0.71,0.58,0.86,0.84,0.82,0.82,"",-428,-37.3,-1382,-39.0,-24668719,-24.2,-15708188,-32.0,-480893,-35.6,134,24.3,6970,24.3
"C3598","5","1029","43","0","2020","A","","Norwich-New London, CT MSA","Private","1029 Unclassified","MSA, by Supersector -- by ownership sector","All establishment sizes",21,10,662403,209620,6513,1341,69727,"",0.16,0.09,0.09,0.09,0.06,1.06,1.06,"",-3,-12.5,-6,-37.5,-400558,-37.7,-234516,-52.8,-7727,-54.3,22,1.7,1149,1.7
"C3598","5","11","44","0","2020","A","","Norwich-New London, CT MSA","Private","NAICS 11 Agriculture, forestry, fishing and hunting","MSA, NAICS Sector -- by ownership sector","All establishment sizes",62,1161,54496230,20715853,977410,903,46953,"",0.76,1.21,1.44,1.26,1.35,1.19,1.19,"",1,1.6,28,2.5,5304517,10.8,1190214,6.1,23979,2.5,68,8.1,3517,8.1
"C3598","5","111","45","0","2020","A","","Norwich-New London, CT MSA","Private","NAICS 111 Crop production","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",20,596,26189475,11153706,688597,845,43961,"",0.54,1.43,1.66,1.58,2.30,1.16,1.16,"",0,0.0,5,0.8,2406292,10.1,434776,4.1,26142,3.9,70,9.0,3685,9.1
