"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"38051","0","10","70","0","2020","A","","McIntosh County, North Dakota","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",138,987,39667223,14942686,71487,773,40190,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-7,-4.8,-39,-3.8,1254123,3.3,273363,1.9,-11014,-13.4,53,7.4,2759,7.4
"38051","1","10","71","0","2020","A","","McIntosh County, North Dakota","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",6,20,984029,0,0,970,50463,"",7.44,0.96,0.88,0.00,0.00,0.94,0.94,"",0,0.0,4,25.0,168196,20.6,0,0.0,0,0.0,-26,-2.6,-1336,-2.6
"38051","1","102","72","0","2020","A","","McIntosh County, North Dakota","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",6,20,984029,0,0,970,50463,"",7.45,0.98,0.90,0.00,0.00,0.94,0.94,"",0,0.0,4,25.0,168196,20.6,0,0.0,0,0.0,-26,-2.6,-1336,-2.6
"38051","1","1021","73","0","2020","A","","McIntosh County, North Dakota","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",3,11,551572,0,0,950,49395,"",7.53,2.31,2.84,0.00,0.00,1.21,1.21,"",0,0.0,1,10.0,40885,8.0,0,0.0,0,0.0,7,0.7,369,0.8
"38051","1","1028","73","0","2020","A","","McIntosh County, North Dakota","Federal Government","1028 Public administration","County, by Supersector -- by ownership sector","All establishment sizes",3,8,432457,0,0,998,51895,"",8.95,0.69,0.63,0.00,0.00,0.88,0.88,"",0,0.0,3,60.0,127311,41.7,0,0.0,0,0.0,-102,-9.3,-5320,-9.3
"38051","1","48-49","74","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 48-49 Transportation and warehousing","County, NAICS Sector -- by ownership sector","All establishment sizes",3,11,551572,0,0,950,49395,"",7.74,2.52,3.06,0.00,0.00,1.20,1.20,"",0,0.0,1,10.0,40885,8.0,0,0.0,0,0.0,7,0.7,369,0.8
"38051","1","491","75","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 491 Postal service","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3,11,551572,0,0,950,49395,"",7.79,2.57,3.19,0.00,0.00,1.22,1.22,"",0,0.0,1,10.0,40885,8.0,0,0.0,0,0.0,7,0.7,369,0.8
"38051","1","4911","76","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 4911 Postal service","County, NAICS 4-digit -- by ownership sector","All establishment sizes",3,11,551572,0,0,950,49395,"",7.79,2.57,3.19,0.00,0.00,1.22,1.22,"",0,0.0,1,10.0,40885,8.0,0,0.0,0,0.0,7,0.7,369,0.8
"38051","1","49111","77","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 49111 Postal service","County, NAICS 5-digit -- by ownership sector","All establishment sizes",3,11,551572,0,0,950,49395,"",7.79,2.57,3.19,0.00,0.00,1.22,1.22,"",0,0.0,1,10.0,40885,8.0,0,0.0,0,0.0,7,0.7,369,0.8
"38051","1","491110","78","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 491110 Postal service","County, NAICS 6-digit -- by ownership sector","All establishment sizes",3,11,551572,0,0,950,49395,"",7.79,2.57,3.19,0.00,0.00,1.22,1.22,"",0,0.0,1,10.0,40885,8.0,0,0.0,0,0.0,7,0.7,369,0.8
"38051","1","92","74","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 92 Public administration","County, NAICS Sector -- by ownership sector","All establishment sizes",3,8,432457,0,0,998,51895,"",8.95,0.69,0.63,0.00,0.00,0.88,0.88,"",0,0.0,3,60.0,127311,41.7,0,0.0,0,0.0,-102,-9.3,-5320,-9.3
"38051","1","924","75","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 924 Administration of environmental programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,2,151945,0,0,1299,67531,"",14.40,3.01,4.05,0.00,0.00,1.20,1.20,"",0,0.0,1,100.0,52799,53.3,0,0.0,0,0.0,-47,-3.5,-2454,-3.5
"38051","1","9241","76","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 9241 Administration of environmental programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",1,2,151945,0,0,1299,67531,"",14.40,3.01,4.05,0.00,0.00,1.20,1.20,"",0,0.0,1,100.0,52799,53.3,0,0.0,0,0.0,-47,-3.5,-2454,-3.5
"38051","1","92412","77","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 92412 Administration of conservation programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,2,151945,0,0,1299,67531,"",15.19,3.66,5.30,0.00,0.00,1.29,1.29,"",0,0.0,1,100.0,52799,53.3,0,0.0,0,0.0,-47,-3.5,-2454,-3.5
"38051","1","924120","78","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 924120 Administration of conservation programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,2,151945,0,0,1299,67531,"",15.19,3.66,5.30,0.00,0.00,1.29,1.29,"",0,0.0,1,100.0,52799,53.3,0,0.0,0,0.0,-47,-3.5,-2454,-3.5
"38051","1","926","75","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 926 Administration of economic programs","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,6,280512,0,0,887,46112,"",14.77,2.69,2.45,0.00,0.00,0.90,0.90,"",0,0.0,2,50.0,74512,36.2,0,0.0,0,0.0,-124,-12.3,-6484,-12.3
"38051","1","9261","76","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 9261 Administration of economic programs","County, NAICS 4-digit -- by ownership sector","All establishment sizes",2,6,280512,0,0,887,46112,"",14.77,2.69,2.45,0.00,0.00,0.90,0.90,"",0,0.0,2,50.0,74512,36.2,0,0.0,0,0.0,-124,-12.3,-6484,-12.3
"38051","1","92611","77","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 92611 Administration of general economic programs","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,2,66063,0,0,663,34468,"",16.13,2.33,2.22,0.00,0.00,1.00,1.00,"",0,0.0,2,100.0,60134,1014.2,0,0.0,0,0.0,-21,-3.1,-1106,-3.1
"38051","1","926110","78","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 926110 Administration of general economic programs","County, NAICS 6-digit -- by ownership sector","All establishment sizes",1,2,66063,0,0,663,34468,"",16.13,2.33,2.22,0.00,0.00,1.00,1.00,"",0,0.0,2,100.0,60134,1014.2,0,0.0,0,0.0,-21,-3.1,-1106,-3.1
"38051","1","92614","77","0","2020","A","","McIntosh County, North Dakota","Federal Government","NAICS 92614 Agricultural market and commodity regulation","County, NAICS 5-digit -- by ownership sector","All establishment sizes",1,4,214449,0,0,990,51468,"",23.73,12.79,12.84,0.00,0.00,0.96,0.96,"",0,0.0,0,0.0,14378,7.2,0,0.0,0,0.0,-36,-3.5,-1884,-3.5
